NAME	description	GSdetails	SIZE	ES	NES	pval	padj	FWER	Rank at Max	leading edge genes
HIF-2-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-2-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-2-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-2-ALPHA TRANSCRIPTION FACTOR NETWORK	Details	32	-0.59694025663437	-1.9257487803894	0.00440528634361234	0.044086248068549	0	1799	POU5F1,EGLN3,FLT1,EIF3E,PGK1,SIRT1,SLC11A2,ELOC,APEX1,ABCG2,FXN,ETS1,SP1
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	Details	46	-0.583619183719458	-2.05351548176945	0.00266666666666667	0.0423221988934333	0	2893	BLM,BRCA2,FANCB,CHEK1,BRIP1,RPA2,FANCD2,BRCA1,RFC2,MRE11,RFC4,RFC3,FANCI,UBE2T,PALB2,RPA1,NBN,FANCL,FANCA,FANCM,USP1,RMI1,ATRIP,FANCG,TOPBP1,RFC5,XRCC3,FANCE
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	Details	77	-0.518139153609446	-2.02003870277036	0.00395256916996047	0.0440177183529879	0	2017	NPM1,LDHA,PMAIP1,HMGA1,EIF4A1,NME2,NCL,CAD,PDCD10,PTMA,TERT,RPL11,MYC,CDCA7,CDC25A,RCC1,NDUFAF2,TAF4B,NME1,ENO1,GAPDH,TP53,MMP9,CCNB1,E2F3,RUVBL1,EIF4E,LIN28B,NBN,FOSL1,HSPD1,DDX18,SHMT1,BIRC5,TK1
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	Details	39	-0.549091470117795	-1.86577898023027	0.00248756218905473	0.0423221988934333	0	2660	CCNA2,BRCA2,CDC6,CHEK1,RPA2,RAD51,FANCD2,TIPIN,CDC25A,CDC25C,RFC2,RFC4,RFC3,PLK1,RPA1,NBN,CLSPN,ATRIP,TOPBP1,MCM7,TIMELESS,RFC5
FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	Details	39	-0.478373033236196	-1.62548208940419	0.00497512437810945	0.0457507288629738	0	2558	CHEK2,CKS1B,CCNE1,CCNA2,BRCA2,MYC,CENPA,CCNB1,PLK1,CCNB2,AURKB,SP1,CDK1,BIRC5,CENPF,FOXM1,SKP2,MAP2K1
BETA2 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA2 INTEGRIN CELL SURFACE INTERACTIONS	BETA2 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA2 INTEGRIN CELL SURFACE INTERACTIONS	Details	19	-0.631690740779652	-1.77455529628479	0.00188323917137476	0.0423221988934333	0	656	F11R,THY1,PLAU
DNA REPLICATION%PANTHER PATHWAY%P00017	DNA REPLICATION%PANTHER PATHWAY%P00017	Details	15	-0.781081250825566	-2.08555376148348	0.00170648464163823	0.0423221988934333	0	2083	DNA2,PRIM1,RPA2,POLA1,RFC2,RFC4,RFC3,RFC1,PCNA,TOP2A
AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427	AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427	Details	41	-0.513492573561914	-1.75998603609067	0.0025974025974026	0.0423221988934333	0	1503	ATIC,TXN,SLC29A1,ADSL,GART,HPRT1,PPAT,PAICS,AOX1,PNP,APRT,NUDT5,PFAS,RRM2,GMPS,TPMT
MERCAPTOPURINE ACTION PATHWAY%PATHWHIZ%PW000267	MERCAPTOPURINE ACTION PATHWAY%PATHWHIZ%PW000267	Details	41	-0.513492573561914	-1.75998603609067	0.0025974025974026	0.0423221988934333	0	1503	ATIC,TXN,SLC29A1,ADSL,GART,HPRT1,PPAT,PAICS,AOX1,PNP,APRT,NUDT5,PFAS,RRM2,GMPS,TPMT
THIOGUANINE ACTION PATHWAY%PATHWHIZ%PW000429	THIOGUANINE ACTION PATHWAY%PATHWHIZ%PW000429	Details	41	-0.513492573561914	-1.75998603609067	0.0025974025974026	0.0423221988934333	0	1503	ATIC,TXN,SLC29A1,ADSL,GART,HPRT1,PPAT,PAICS,AOX1,PNP,APRT,NUDT5,PFAS,RRM2,GMPS,TPMT
WARBURG EFFECT%PATHWHIZ%PW000630	WARBURG EFFECT%PATHWHIZ%PW000630	Details	43	-0.677398103354379	-2.33905512145626	0.00269541778975741	0.0423221988934333	0	2172	SLC16A1,LDHA,GLS2,TKT,SLC1A5,SDHD,TALDO1,IDH1,DHTKD1,DLST,MDH1,PGK1,PKLR,ENO1,GAPDH,GLUD1,SUCLG2,PDHB,HK2,ACO1,DLAT,FH,SDHC
GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298	GLUTAMINOLYSIS AND CANCER%SMPDB%SMP0002298	Details	30	-0.557533069422038	-1.78311261092717	0.00423728813559322	0.044086248068549	0	2322	SLC16A1,LDHA,GLS2,SLC1A5,SDHD,DHTKD1,DLST,GLUD1,SUCLG2,PDHB,MYCBP,ACLY,DLAT,FH,SDHC,GOT2
THE ONCOGENIC ACTION OF L-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%PATHWHIZ%PW002451	THE ONCOGENIC ACTION OF L-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%PATHWHIZ%PW002451	Details	26	-0.610618851143436	-1.89166439881415	0.00192678227360308	0.0423221988934333	0	2172	L2HGDH,GLS2,SDHD,IDH1,DHTKD1,DLST,GLUD1,SUCLG2,PDHB,ACO1,DLAT,FH,SDHC
WARBURG EFFECT%SMPDB%SMP0087270	WARBURG EFFECT%SMPDB%SMP0087270	Details	41	-0.637358150944427	-2.18453294829494	0.0025974025974026	0.0423221988934333	0	2172	SLC16A1,GLS2,TKT,SLC1A5,SDHD,TALDO1,IDH1,DLST,MDH1,PGK1,ENO1,GAPDH,GLUD1,SUCLG2,PDHB,ACO1,FH,PDHX,SDHC
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	Details	76	-0.823729126863733	-3.1867429442959	0.00401606425702811	0.0440177183529879	0	1976	RPS13,RPL22,RPL15,RPL14,RPS23,RPL4,RPL21,RPL5,RPS25,RPS18,RPS26,RPS24,RPSA,RPS12,RPL12,RPS3A,RPL24,RPS20,RPL26,RPL7,RPL3,RPL30,RPS15A,RPS8,RPLP0,RPS7,RPL35A,RPL36A,RPL27,RPL34,RPL11,RPS4X,RACK1,RPS3,RPL10A,RPS29,RPL19,RPS6,RPS10,RPL23,RPL7A,RPL41,RPL27A,RPL10,RPL31,RPL13A,RPL32,RPL38,RPS2,RPS14,RPL35,RPL23A,RPL6,RPS9,RPL37,RPS16,RPL39,RPL8,RPS27,RPS5,RPL37A,RPS21
